iter	Accuracy	Logloss
467	1	0.0005047530165
468	1	0.0005033682503
469	1	0.0005028721982
470	1	0.0005015318904
471	1	0.0005004748531
472	1	0.0004999846568
473	1	0.0004994504156
474	1	0.0004986447098
475	1	0.0004979873444
476	1	0.0004975696009
477	1	0.0004970000349
478	1	0.0004962204177
479	1	0.0004957257696
480	1	0.0004950368436
481	1	0.0004930609879
482	1	0.0004926881335
483	1	0.0004918987827
484	1	0.0004908944365
485	1	0.0004903417055
486	1	0.0004890844678
487	1	0.0004880830583
488	1	0.0004876115487
489	1	0.0004857855046
490	1	0.0004847850286
491	1	0.0004841275574
492	1	0.0004835070113
493	1	0.000482563331
494	1	0.0004822557997
495	1	0.0004801055135
496	1	0.0004789292018
497	1	0.0004766848912
498	1	0.0004754105448
499	1	0.0004747714155
914
499	1	0.0005325077338
99	1	0.0004977834477
